   0	5.133e+13
   1	1.283e+13
   2	5.706e+12
   3	3.212e+12
   4	2.06e+12
   5	1.449e+12
   6	1.281e+12
   7	1.526e+12
   8	8.583e+11
   9	9.852e+11
  10	7.24e+11
  11	7.397e+11
  12	7.518e+11
  13	7.241e+11
  14	4.932e+11
  15	6.815e+11
  16	4.485e+11
  17	4.83e+11
  18	4.599e+11
  19	3.771e+11
  20	4.011e+11
  21	3.429e+11
  22	3.55e+11
  23	2.996e+11
  24	3.174e+11
  25	2.782e+11
  26	2.676e+11
  27	2.808e+11
  28	2.24e+11
  29	2.626e+11
  30	2.182e+11
  31	2.164e+11
  32	2.297e+11
  33	1.846e+11
  34	2.17e+11
  35	1.839e+11
  36	1.832e+11
  37	1.928e+11
  38	1.619e+11
  39	1.838e+11
  40	1.619e+11
  41	1.618e+11
  42	1.666e+11
  43	1.478e+11
  44	1.611e+11
  45	1.466e+11
  46	1.481e+11
  47	1.484e+11
  48	1.385e+11
  49	1.462e+11
  50	1.357e+11
  51	1.392e+11
  52	1.36e+11
  53	1.32e+11
  54	1.366e+11
  55	1.279e+11
  56	1.335e+11
  57	1.279e+11
  58	1.274e+11
  59	1.306e+11
  60	1.225e+11
  61	1.298e+11
  62	1.228e+11
  63	1.241e+11
  64	1.271e+11
  65	1.188e+11
  66	1.275e+11
  67	 1.2e+11
  68	1.217e+11
  69	1.253e+11
  70	1.166e+11
  71	1.26e+11
  72	1.186e+11
  73	1.201e+11
  74	1.245e+11
  75	1.154e+11
  76	1.251e+11
  77	1.183e+11
  78	1.19e+11
  79	1.244e+11
  80	1.151e+11
  81	1.244e+11
  82	1.186e+11
  83	1.183e+11
  84	1.244e+11
  85	1.152e+11
  86	1.238e+11
  87	1.193e+11
  88	1.179e+11
  89	1.246e+11
  90	1.156e+11
  91	1.232e+11
  92	 1.2e+11
  93	1.176e+11
  94	1.245e+11
  95	1.162e+11
  96	1.226e+11
  97	1.205e+11
  98	1.174e+11
  99	1.242e+11
 100	1.166e+11
 101	1.218e+11
 102	1.208e+11
 103	1.171e+11
 104	1.236e+11
 105	1.168e+11
 106	1.208e+11
 107	1.207e+11
 108	1.167e+11
 109	1.226e+11
 110	1.167e+11
 111	1.196e+11
 112	1.201e+11
 113	1.16e+11
 114	1.213e+11
 115	1.163e+11
 116	1.182e+11
 117	1.19e+11
 118	1.15e+11
 119	1.196e+11
 120	1.153e+11
 121	1.165e+11
 122	1.176e+11
 123	1.137e+11
 124	1.176e+11
 125	1.14e+11
 126	1.146e+11
 127	1.157e+11
 128	1.12e+11
 129	1.153e+11
 130	1.122e+11
